,KILPANI,LANDARA,PUNUTUMA
2015-10-04 15:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-04 16:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-04 17:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-04 18:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-04 19:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-04 20:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-04 21:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-04 22:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-04 23:00:00,0.4677162109660575,0.5104952563106797,3.367742139375
2015-10-05 00:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 01:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 02:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 03:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 04:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 05:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 06:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 07:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 08:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 09:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 10:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 11:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 12:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 13:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 14:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 15:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 16:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 17:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 18:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 19:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 20:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 21:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 22:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-05 23:00:00,0.2533462809399478,0.2775696640776699,1.8318801191249998
2015-10-06 00:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 01:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 02:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 03:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 04:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 05:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 06:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 07:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 08:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 09:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 10:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 11:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 12:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 13:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 14:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 15:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 16:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 17:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 18:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 19:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 20:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 21:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 22:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-06 23:00:00,0.1851376668407311,0.20186884660194174,1.334226503625
2015-10-07 00:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 01:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 02:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 03:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 04:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 05:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 06:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 07:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 08:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 09:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 10:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 11:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 12:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 13:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 14:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 15:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 16:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 17:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 18:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 19:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 20:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 21:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 22:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-07 23:00:00,0.15834142558746736,0.17275314757281554,1.14117122175
2015-10-08 00:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 01:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 02:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 03:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 04:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 05:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 06:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 07:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 08:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 09:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 10:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 11:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 12:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 13:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 14:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 15:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 16:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 17:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 18:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 19:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 20:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 21:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 22:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-08 23:00:00,0.15834142558746736,0.17275314757281554,1.1368811043750002
2015-10-09 00:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 01:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 02:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 03:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 04:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 05:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 06:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 07:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 08:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 09:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 10:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 11:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 12:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 13:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 14:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 15:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 16:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 17:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 18:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 19:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 20:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 21:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 22:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-09 23:00:00,0.1364172281984334,0.14946058834951456,0.9781467615
2015-10-10 00:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 01:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 02:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 03:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 04:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 05:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 06:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 07:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 08:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 09:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 10:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 11:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 12:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 13:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 14:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 15:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 16:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 17:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 18:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 19:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 20:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 21:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 22:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-10 23:00:00,0.11692905274151437,0.12616802912621358,0.8365728881250001
2015-10-11 00:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 01:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 02:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 03:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 04:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 05:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 06:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 07:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 08:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 09:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 10:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 11:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 12:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 13:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 14:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 15:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 16:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 17:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 18:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 19:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 20:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 21:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 22:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-11 23:00:00,0.29232263185378593,0.3202726893203884,2.1064476311250004
2015-10-12 00:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 01:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 02:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 03:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 04:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 05:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 06:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 07:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 08:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 09:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 10:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 11:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 12:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 13:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 14:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 15:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 16:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 17:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 18:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 19:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 20:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 21:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 22:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-12 23:00:00,0.11205700887728462,0.1222859359223301,0.8022519491250001
2015-10-13 00:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 01:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 02:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 03:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 04:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 05:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 06:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 07:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 08:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 09:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 10:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 11:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 12:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 13:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 14:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 15:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 16:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 17:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 18:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 19:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 20:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 21:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 22:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-13 23:00:00,0.12423711853785901,0.13587326213592232,0.8923444140000002
2015-10-14 00:00:00,0.14372529399477807,0.15722477475728153,1.0339182873750001
2015-10-14 01:00:00,0.14372529399477807,0.15722477475728153,1.0339182873750001
2015-10-14 02:00:00,0.14372529399477807,0.15722477475728153,1.0339182873750001
2015-10-14 03:00:00,0.14372529399477807,0.15722477475728153,1.0339182873750001
2015-10-14 04:00:00,0.14372529399477807,0.15722477475728153,1.0339182873750001
2015-10-14 05:00:00,0.14372529399477807,0.15722477475728153,1.0339182873750001
